Unnamed: 0,City,No. Stations,Air Quality,Index Value,Prominent Pollutant,year,Date,Season,Temp,Humidity,WindSpeed
188116,Delhi,37,Poor,201,"O3, PM10, PM2.5",2022,2022-05-30,Summer,31.4,59.4,16.6
188161,Lucknow,6,Satisfactory,100,"PM10, PM2.5",2022,2022-05-30,Summer,32.3,71.1,13.9
188165,Jaipur,3,Moderate,194,"PM10, PM2.5",2022,2022-05-30,Summer,36.6,34.2,29.5
188197,Jaipur,3,Moderate,184,"PM10, PM2.5",2022,2022-05-31,Summer,36.6,28.1,25.9
188230,Delhi,31,Poor,215,"PM10, PM2.5",2022,2022-05-31,Summer,32.9,49.2,9.4
188261,Lucknow,6,Moderate,153,"PM10, PM2.5",2022,2022-05-31,Summer,34.4,63.9,9.4
188272,Mumbai,14,Satisfactory,87,"O3, PM10",2022,2022-05-31,Summer,31.0,69.8,25.5
188375,Jaipur,3,Poor,204,"PM10, PM2.5",2022,2022-06-01,Monsoon,36.6,27.0,27.7
188405,Mumbai,16,Satisfactory,79,"PM10, PM2.5",2022,2022-06-01,Monsoon,31.0,69.9,20.5
188417,Lucknow,6,Moderate,168,"PM10, PM2.5",2022,2022-06-01,Monsoon,35.6,51.6,18.4
188448,Delhi,37,Very Poor,322,PM10,2022,2022-06-01,Monsoon,35.0,38.7,11.2
188512,Delhi,35,Poor,202,"O3, PM10, PM2.5",2022,2022-06-02,Monsoon,35.4,32.8,10.8
188536,Jaipur,3,Moderate,184,"PM10, PM2.5",2022,2022-06-02,Monsoon,36.8,27.7,14.8
188603,Lucknow,6,Moderate,164,"PM10, PM2.5",2022,2022-06-02,Monsoon,34.4,53.5,18.4
188608,Mumbai,15,Satisfactory,99,PM10,2022,2022-06-02,Monsoon,30.8,71.7,20.5
188669,Mumbai,17,Moderate,108,"O3, PM10",2022,2022-06-03,Monsoon,31.0,70.5,24.1
188758,Lucknow,6,Poor,214,"PM10, PM2.5",2022,2022-06-03,Monsoon,34.6,45.6,16.6
188765,Jaipur,3,Moderate,167,"PM10, PM2.5",2022,2022-06-03,Monsoon,37.9,24.3,16.6
188793,Delhi,34,Poor,240,"PM10, PM2.5",2022,2022-06-03,Monsoon,35.6,28.5,15.4
188821,Lucknow,6,Moderate,199,"PM10, PM2.5",2022,2022-06-04,Monsoon,35.3,37.8,13.0
188825,Mumbai,16,Satisfactory,77,"PM10, PM2.5",2022,2022-06-04,Monsoon,31.0,70.2,21.1
188862,Jaipur,3,Moderate,148,"PM10, PM2.5",2022,2022-06-04,Monsoon,37.9,17.1,22.3
188871,Delhi,31,Poor,227,PM10,2022,2022-06-04,Monsoon,36.5,27.0,16.6
188986,Delhi,34,Poor,215,PM10,2022,2022-06-05,Monsoon,37.3,20.8,17.4
189007,Jaipur,3,Moderate,157,"PM10, PM2.5",2022,2022-06-05,Monsoon,36.9,16.9,27.7
189054,Lucknow,6,Moderate,170,"O3, PM10, PM2.5",2022,2022-06-05,Monsoon,34.5,47.7,9.4
189095,Mumbai,18,Satisfactory,69,"O3, PM10, PM2.5",2022,2022-06-05,Monsoon,31.0,71.1,21.7
189144,Mumbai,18,Satisfactory,70,"NO2, PM10",2022,2022-06-06,Monsoon,31.3,69.6,19.9
189168,Lucknow,4,Moderate,163,"PM10, PM2.5",2022,2022-06-06,Monsoon,34.9,53.9,13.0
189190,Jaipur,2,Moderate,180,PM10,2022,2022-06-06,Monsoon,36.4,23.2,27.7
189218,Delhi,33,Moderate,195,"O3, PM10",2022,2022-06-06,Monsoon,36.8,23.8,18.0
189263,Delhi,26,Poor,280,PM10,2022,2022-06-07,Monsoon,37.3,22.2,23.2
189276,Jaipur,3,Poor,216,"PM10, PM2.5",2022,2022-06-07,Monsoon,37.0,23.9,27.7
189342,Mumbai,18,Satisfactory,71,"CO, NO2, PM10",2022,2022-06-07,Monsoon,31.2,72.5,22.3
189355,Lucknow,6,Moderate,185,"PM10, PM2.5",2022,2022-06-07,Monsoon,35.6,52.6,11.2
189418,Delhi,34,Very Poor,346,PM10,2022,2022-06-08,Monsoon,37.3,21.5,29.6
189430,Jaipur,3,Poor,240,"PM10, PM2.5",2022,2022-06-08,Monsoon,36.6,22.5,27.7
189522,Mumbai,19,Satisfactory,70,"CO, O3, PM10",2022,2022-06-08,Monsoon,31.6,74.0,20.5
189529,Lucknow,6,Poor,204,"PM10, PM2.5",2022,2022-06-08,Monsoon,35.5,52.8,22.3
189575,Lucknow,6,Poor,284,"PM10, PM2.5",2022,2022-06-09,Monsoon,35.9,40.7,22.3
189619,Mumbai,17,Satisfactory,56,"CO, O3, PM10",2022,2022-06-09,Monsoon,30.7,77.0,20.5
189625,Jaipur,3,Poor,233,"PM10, PM2.5",2022,2022-06-09,Monsoon,36.1,31.0,27.7
189703,Delhi,34,Poor,223,"PM10, PM2.5",2022,2022-06-09,Monsoon,37.3,25.5,16.3
189737,Mumbai,15,Satisfactory,62,"CO, PM10, PM2.5",2022,2022-06-10,Monsoon,29.9,78.5,21.5
189744,Lucknow,6,Moderate,159,"PM10, PM2.5",2022,2022-06-10,Monsoon,35.2,61.7,14.8
189806,Jaipur,3,Moderate,177,"PM10, PM2.5",2022,2022-06-10,Monsoon,37.1,28.3,25.9
189823,Delhi,37,Very Poor,303,"PM10, PM2.5",2022,2022-06-10,Monsoon,37.8,26.1,30.4
189900,Lucknow,5,Poor,206,"PM10, PM2.5",2022,2022-06-11,Monsoon,36.6,50.0,20.5
189959,Mumbai,17,Satisfactory,59,"CO, O3, PM10",2022,2022-06-11,Monsoon,28.2,86.9,18.4
189996,Delhi,34,Poor,256,PM10,2022,2022-06-11,Monsoon,37.7,22.1,27.4
190027,Jaipur,3,Moderate,126,PM10,2022,2022-06-11,Monsoon,36.8,28.2,27.7
190067,Delhi,35,Poor,249,PM10,2022,2022-06-12,Monsoon,37.7,24.7,21.1
190148,Lucknow,4,Poor,273,"PM10, PM2.5",2022,2022-06-12,Monsoon,35.8,49.2,20.5
190158,Mumbai,18,Satisfactory,55,"CO, O3, PM10",2022,2022-06-12,Monsoon,28.7,82.5,17.3
190179,Jaipur,3,Moderate,133,"PM10, PM2.5",2022,2022-06-12,Monsoon,35.1,37.3,27.7
190195,Lucknow,4,Poor,246,"PM10, PM2.5",2022,2022-06-13,Monsoon,36.5,49.0,20.5
190203,Mumbai,16,Satisfactory,56,"CO, O3, PM10",2022,2022-06-13,Monsoon,29.9,75.6,19.0
190283,Delhi,33,Moderate,200,PM10,2022,2022-06-13,Monsoon,37.6,29.2,16.6
190300,Jaipur,3,Moderate,114,"PM10, PM2.5",2022,2022-06-13,Monsoon,34.4,45.3,18.4
190377,Mumbai,18,Satisfactory,65,"CO, O3, PM10",2022,2022-06-14,Monsoon,30.2,75.7,19.3
190453,Delhi,35,Poor,222,"PM10, PM2.5",2022,2022-06-14,Monsoon,35.3,38.0,21.4
190472,Lucknow,6,Moderate,173,"PM10, PM2.5",2022,2022-06-14,Monsoon,36.6,44.7,22.3
190485,Jaipur,2,Satisfactory,100,PM10,2022,2022-06-14,Monsoon,32.7,53.5,20.5
190509,Delhi,28,Moderate,153,"PM10, PM2.5",2022,2022-06-15,Monsoon,36.1,39.3,23.0
190570,Mumbai,17,Satisfactory,56,"CO, PM10",2022,2022-06-15,Monsoon,30.1,78.8,21.2
190605,Jaipur,3,Satisfactory,84,"CO, NO2, PM10",2022,2022-06-15,Monsoon,33.3,53.4,29.5
190631,Lucknow,6,Moderate,165,"PM10, PM2.5",2022,2022-06-15,Monsoon,36.2,48.2,22.3
190677,Delhi,21,Moderate,132,"O3, PM10, PM2.5",2022,2022-06-16,Monsoon,34.1,46.1,23.2
190772,Mumbai,17,Satisfactory,51,"CO, PM10, SO2",2022,2022-06-16,Monsoon,29.1,82.6,19.4
190781,Lucknow,6,Moderate,115,PM10,2022,2022-06-16,Monsoon,32.6,66.0,22.3
190783,Jaipur,3,Satisfactory,81,PM10,2022,2022-06-16,Monsoon,32.2,60.3,27.7
190810,Jaipur,3,Satisfactory,89,"CO, NO2, O3",2022,2022-06-17,Monsoon,31.4,66.6,27.7
190840,Lucknow,6,Satisfactory,80,PM10,2022,2022-06-17,Monsoon,33.4,61.7,20.5
190884,Mumbai,17,Satisfactory,65,"CO, O3, PM10",2022,2022-06-17,Monsoon,29.7,79.7,21.5
190911,Delhi,33,Satisfactory,88,"NO2, PM10",2022,2022-06-17,Monsoon,29.2,70.8,19.3
190944,Mumbai,17,Satisfactory,60,"O3, PM10, SO2",2022,2022-06-18,Monsoon,29.6,79.4,16.6
190969,Lucknow,6,Moderate,101,PM10,2022,2022-06-18,Monsoon,33.1,61.3,14.8
191053,Jaipur,3,Satisfactory,69,"NO2, PM2.5",2022,2022-06-18,Monsoon,28.8,77.2,22.3
191067,Delhi,36,Satisfactory,79,"CO, PM10",2022,2022-06-18,Monsoon,28.9,74.1,18.0
191089,Jaipur,2,Good,46,"CO, PM2.5",2022,2022-06-19,Monsoon,25.0,90.2,20.5
191105,Delhi,33,Satisfactory,99,"PM10, PM2.5",2022,2022-06-19,Monsoon,28.1,75.8,16.6
191146,Lucknow,6,Satisfactory,86,PM10,2022,2022-06-19,Monsoon,32.7,62.6,18.4
191153,Mumbai,14,Good,45,"CO, NO2, PM10",2022,2022-06-19,Monsoon,27.5,88.5,22.3
191211,Delhi,34,Moderate,124,"NO2, PM10, PM2.5",2022,2022-06-20,Monsoon,29.0,65.6,14.4
191304,Jaipur,2,Satisfactory,68,"NO2, O3",2022,2022-06-20,Monsoon,26.6,81.1,25.9
191318,Mumbai,14,Good,44,"CO, PM10, SO2",2022,2022-06-20,Monsoon,26.7,92.3,21.5
191322,Lucknow,6,Satisfactory,70,"CO, PM10",2022,2022-06-20,Monsoon,31.8,62.2,14.8
191340,Lucknow,6,Satisfactory,77,"O3, PM10",2022,2022-06-21,Monsoon,29.7,75.9,18.4
191342,Mumbai,14,Good,48,"CO, PM10, SO2",2022,2022-06-21,Monsoon,26.8,92.6,36.0
191407,Delhi,36,Moderate,128,"NO2, O3, PM10",2022,2022-06-21,Monsoon,30.2,61.2,18.4
191444,Jaipur,3,Satisfactory,70,"O3, PM10",2022,2022-06-21,Monsoon,28.3,73.6,14.8
191491,Delhi,36,Moderate,139,"O3, PM10",2022,2022-06-22,Monsoon,31.0,59.3,18.4
191500,Mumbai,17,Satisfactory,58,"CO, O3, SO2",2022,2022-06-22,Monsoon,28.1,87.7,17.8
191511,Lucknow,6,Satisfactory,76,"O3, PM10, PM2.5",2022,2022-06-22,Monsoon,32.2,70.0,16.6
191527,Jaipur,1,Moderate,102,PM10,2022,2022-06-22,Monsoon,29.9,65.8,24.1
191640,Jaipur,3,Moderate,132,PM10,2022,2022-06-23,Monsoon,32.3,51.5,13.0
191671,Mumbai,16,Satisfactory,52,"CO, O3, PM10",2022,2022-06-23,Monsoon,28.7,83.6,18.1
191679,Lucknow,6,Satisfactory,96,PM10,2022,2022-06-23,Monsoon,32.3,71.4,13.0
191727,Delhi,35,Moderate,140,"O3, PM10",2022,2022-06-23,Monsoon,33.1,48.1,20.5
191780,Delhi,34,Moderate,197,"PM10, PM2.5",2022,2022-06-24,Monsoon,33.3,38.6,14.8
191801,Jaipur,3,Poor,251,"PM10, PM2.5",2022,2022-06-24,Monsoon,33.5,41.7,13.0
191892,Lucknow,6,Moderate,106,"O3, PM10, PM2.5",2022,2022-06-24,Monsoon,33.8,64.7,11.2
191905,Mumbai,14,Good,48,"CO, PM10, SO2",2022,2022-06-24,Monsoon,27.8,88.7,20.5
191953,Lucknow,6,Moderate,109,"PM10, PM2.5",2022,2022-06-25,Monsoon,33.4,72.9,16.6
191980,Mumbai,13,Good,49,"CO, SO2",2022,2022-06-25,Monsoon,28.7,80.5,23.6
192000,Delhi,32,Poor,230,"PM10, PM2.5",2022,2022-06-25,Monsoon,34.3,34.8,14.8
192012,Jaipur,3,Moderate,186,"PM10, PM2.5",2022,2022-06-25,Monsoon,34.6,34.8,14.8
192105,Delhi,36,Moderate,169,"PM10, PM2.5",2022,2022-06-26,Monsoon,35.0,48.0,24.1
192173,Jaipur,3,Moderate,143,PM10,2022,2022-06-26,Monsoon,35.5,36.0,16.6
192178,Lucknow,6,Satisfactory,84,PM10,2022,2022-06-26,Monsoon,33.8,68.4,16.6
192196,Mumbai,13,Satisfactory,55,"CO, SO2",2022,2022-06-26,Monsoon,28.3,77.4,20.5
192218,Jaipur,2,Satisfactory,100,PM10,2022,2022-06-27,Monsoon,35.7,50.4,14.8
192282,Delhi,32,Moderate,127,"O3, PM10, PM2.5",2022,2022-06-27,Monsoon,35.7,51.1,18.4
192293,Lucknow,6,Satisfactory,87,PM10,2022,2022-06-27,Monsoon,33.3,71.8,16.6
192341,Mumbai,11,Satisfactory,54,"CO, SO2",2022,2022-06-27,Monsoon,28.0,86.0,21.7
192353,Lucknow,6,Satisfactory,98,"PM10, PM2.5",2022,2022-06-28,Monsoon,32.5,75.7,18.4
192397,Delhi,33,Moderate,137,"O3, PM10, PM2.5",2022,2022-06-28,Monsoon,35.9,53.1,16.6
192461,Mumbai,12,Satisfactory,51,"CO, PM10, SO2",2022,2022-06-28,Monsoon,27.0,93.0,14.9
192472,Jaipur,3,Satisfactory,94,PM10,2022,2022-06-28,Monsoon,35.7,52.1,31.7
192524,Delhi,34,Moderate,163,"O3, PM10, PM2.5",2022,2022-06-29,Monsoon,34.9,53.8,18.4
192573,Lucknow,6,Satisfactory,66,"NO2, PM10, PM2.5",2022,2022-06-29,Monsoon,29.0,88.9,16.6
192576,Jaipur,2,Satisfactory,98,PM10,2022,2022-06-29,Monsoon,33.4,64.4,27.7
192611,Mumbai,11,Satisfactory,59,"CO, PM10, SO2",2022,2022-06-29,Monsoon,27.7,93.0,14.2
192707,Delhi,27,Moderate,116,"PM10, PM2.5",2022,2022-06-30,Monsoon,27.7,88.2,20.5
192755,Lucknow,5,Satisfactory,58,"O3, PM10, SO2",2022,2022-06-30,Monsoon,26.2,96.0,14.8
192763,Mumbai,12,Satisfactory,58,"CO, PM2.5, SO2",2022,2022-06-30,Monsoon,25.8,97.7,16.6
192790,Jaipur,2,Satisfactory,66,PM10,2022,2022-06-30,Monsoon,27.2,89.8,27.7
192812,Lucknow,6,Satisfactory,52,"CO, NO2, O3",2022,2022-07-01,Monsoon,30.4,84.2,7.6
192825,Jaipur,3,Satisfactory,57,"CO, NO2",2022,2022-07-01,Monsoon,26.0,92.4,14.8
192828,Mumbai,12,Satisfactory,58,"CO, O3, SO2",2022,2022-07-01,Monsoon,25.5,98.1,19.5
192943,Delhi,26,Satisfactory,76,"CO, PM10, PM2.5",2022,2022-07-01,Monsoon,28.2,88.6,13.0
192951,Mumbai,14,Satisfactory,67,"CO, PM2.5, SO2",2022,2022-07-02,Monsoon,28.5,89.0,27.7
192978,Lucknow,6,Satisfactory,76,"NO2, O3, PM10",2022,2022-07-02,Monsoon,29.9,85.4,11.2
193072,Jaipur,3,Good,48,"O3, PM10",2022,2022-07-02,Monsoon,28.5,86.5,14.8
193083,Delhi,31,Satisfactory,95,"O3, PM2.5",2022,2022-07-02,Monsoon,30.4,79.0,15.3
193099,Delhi,35,Satisfactory,76,"CO, NO2, PM10",2022,2022-07-03,Monsoon,30.6,80.2,13.7
193221,Jaipur,3,Good,48,"O3, PM10",2022,2022-07-03,Monsoon,28.6,85.4,11.2
193234,Mumbai,16,Satisfactory,72,"CO, PM10, PM2.5",2022,2022-07-03,Monsoon,28.9,85.8,26.6
193244,Lucknow,5,Satisfactory,69,"NO2, PM10",2022,2022-07-03,Monsoon,31.3,79.0,9.4
193261,Delhi,32,Moderate,113,"PM10, PM2.5",2022,2022-07-04,Monsoon,32.7,71.6,11.2
193300,Jaipur,3,Satisfactory,64,"CO, O3",2022,2022-07-04,Monsoon,30.9,79.4,7.6
193321,Lucknow,5,Satisfactory,66,"NO2, O3, PM10",2022,2022-07-04,Monsoon,32.5,77.9,13.0
193353,Mumbai,16,Satisfactory,65,"CO, PM10, PM2.5",2022,2022-07-04,Monsoon,27.4,94.3,17.7
193397,Jaipur,3,Satisfactory,69,"O3, PM10",2022,2022-07-05,Monsoon,32.7,74.7,22.3
193417,Mumbai,13,Satisfactory,60,"O3, PM2.5, SO2",2022,2022-07-05,Monsoon,26.1,97.5,14.9
193447,Lucknow,5,Satisfactory,86,"O3, PM10",2022,2022-07-05,Monsoon,33.2,76.5,16.6
193485,Delhi,34,Moderate,161,PM2.5,2022,2022-07-05,Monsoon,33.8,66.1,11.2
193554,Mumbai,17,Satisfactory,61,"CO, PM10, SO2",2022,2022-07-06,Monsoon,26.8,95.4,20.1
193562,Lucknow,6,Satisfactory,78,"O3, PM10",2022,2022-07-06,Monsoon,33.8,74.5,18.4
193623,Jaipur,2,Satisfactory,68,"PM10, PM2.5",2022,2022-07-06,Monsoon,32.2,73.7,22.3
193684,Delhi,33,Moderate,104,"PM10, PM2.5",2022,2022-07-06,Monsoon,34.2,64.6,16.6
193740,Lucknow,6,Satisfactory,68,PM10,2022,2022-07-07,Monsoon,33.0,73.5,18.4
193751,Mumbai,15,Satisfactory,56,"O3, PM2.5, SO2",2022,2022-07-07,Monsoon,26.9,95.1,24.1
193818,Jaipur,2,Satisfactory,60,"O3, PM10",2022,2022-07-07,Monsoon,30.9,78.7,22.3
193828,Delhi,11,Satisfactory,100,"CO, PM10",2022,2022-07-07,Monsoon,34.6,59.3,18.4
193849,Mumbai,17,Satisfactory,68,"CO, PM10, PM2.5",2022,2022-07-08,Monsoon,27.9,91.6,26.9
193875,Lucknow,5,Satisfactory,78,"O3, PM10",2022,2022-07-08,Monsoon,34.0,69.4,14.8
193967,Jaipur,3,Satisfactory,58,"O3, PM10",2022,2022-07-08,Monsoon,31.1,79.6,22.3
193980,Delhi,36,Satisfactory,94,"CO, PM10, PM2.5",2022,2022-07-08,Monsoon,34.9,54.8,14.8
194006,Delhi,31,Moderate,110,"PM10, PM2.5",2022,2022-07-09,Monsoon,32.0,66.5,22.3
194072,Mumbai,10,Satisfactory,68,"CO, O3, SO2",2022,2022-07-09,Monsoon,28.0,89.8,25.5
194075,Lucknow,6,Satisfactory,79,"O3, PM10",2022,2022-07-09,Monsoon,32.2,78.3,22.3
194094,Jaipur,3,Satisfactory,59,"O3, PM10",2022,2022-07-09,Monsoon,30.5,83.3,18.4
194154,Delhi,35,Satisfactory,71,"CO, NO2, PM10",2022,2022-07-10,Monsoon,31.0,73.6,18.4
194211,Jaipur,2,Good,50,"PM10, PM2.5",2022,2022-07-10,Monsoon,27.7,89.7,18.4
194268,Lucknow,5,Satisfactory,58,"CO, O3, PM10",2022,2022-07-10,Monsoon,33.3,70.0,16.6
194287,Mumbai,9,Satisfactory,65,"CO, PM10, SO2",2022,2022-07-10,Monsoon,28.1,87.5,29.5
194360,Delhi,33,Satisfactory,95,"PM10, PM2.5",2022,2022-07-11,Monsoon,31.8,67.9,16.9
194387,Jaipur,2,Good,50,CO,2022,2022-07-11,Monsoon,29.7,82.6,18.4
194411,Mumbai,10,Satisfactory,68,"CO, PM10, SO2",2022,2022-07-11,Monsoon,27.3,90.9,27.1
194427,Lucknow,4,Satisfactory,81,"O3, PM10",2022,2022-07-11,Monsoon,34.0,67.6,20.5
194436,Mumbai,7,Satisfactory,53,"CO, PM10, SO2",2022,2022-07-12,Monsoon,26.9,92.6,24.1
194487,Lucknow,6,Satisfactory,91,"O3, PM10",2022,2022-07-12,Monsoon,33.7,70.7,16.6
194488,Jaipur,3,Satisfactory,60,"CO, O3, PM10",2022,2022-07-12,Monsoon,30.5,78.2,14.8
194578,Delhi,35,Satisfactory,87,"PM10, PM2.5",2022,2022-07-12,Monsoon,30.3,80.1,14.7
194627,Delhi,36,Satisfactory,89,"CO, O3, PM10",2022,2022-07-13,Monsoon,31.5,73.3,13.0
194676,Lucknow,6,Satisfactory,76,"O3, PM10",2022,2022-07-13,Monsoon,34.0,66.7,18.4
194686,Mumbai,8,Satisfactory,62,"CO, PM10, SO2",2022,2022-07-13,Monsoon,26.8,93.8,36.6
194716,Jaipur,3,Satisfactory,64,"O3, PM10, PM2.5",2022,2022-07-13,Monsoon,31.8,72.1,16.6
194730,Mumbai,7,Satisfactory,53,"CO, PM10, SO2",2022,2022-07-14,Monsoon,26.8,93.7,33.4
194747,Lucknow,6,Satisfactory,91,"O3, PM10",2022,2022-07-14,Monsoon,34.1,66.7,28.5
194835,Delhi,35,Satisfactory,87,"PM10, PM2.5",2022,2022-07-14,Monsoon,32.1,69.0,16.6
194843,Jaipur,3,Satisfactory,60,"CO, O3, PM10",2022,2022-07-14,Monsoon,29.4,81.3,29.5
194892,Lucknow,6,Satisfactory,73,PM10,2022,2022-07-15,Monsoon,32.8,71.4,27.7
194894,Mumbai,8,Satisfactory,56,"CO, PM10, SO2",2022,2022-07-15,Monsoon,27.5,90.7,24.8
194954,Jaipur,3,Satisfactory,63,"O3, PM10",2022,2022-07-15,Monsoon,30.6,77.0,25.9
195012,Delhi,35,Satisfactory,79,"PM10, PM2.5",2022,2022-07-15,Monsoon,32.9,63.7,20.5
195031,Lucknow,5,Satisfactory,61,"CO, O3, PM10",2022,2022-07-16,Monsoon,31.6,79.2,19.8
195042,Mumbai,9,Satisfactory,62,"PM10, PM2.5, SO2",2022,2022-07-16,Monsoon,27.5,92.0,24.2
195098,Jaipur,3,Good,47,"NO2, O3, PM10",2022,2022-07-16,Monsoon,28.0,88.0,18.4
195158,Delhi,34,Satisfactory,81,"CO, PM10, PM2.5",2022,2022-07-16,Monsoon,29.4,80.4,22.3
195186,Mumbai,11,Satisfactory,64,"PM10, PM2.5, SO2",2022,2022-07-17,Monsoon,28.3,88.0,22.4
195197,Lucknow,4,Satisfactory,84,"O3, PM10",2022,2022-07-17,Monsoon,33.4,70.9,14.8
195303,Jaipur,2,Good,44,"CO, O3",2022,2022-07-17,Monsoon,29.1,85.8,14.8
195313,Delhi,35,Satisfactory,61,"CO, O3",2022,2022-07-17,Monsoon,29.9,81.9,15.3
195366,Jaipur,3,Satisfactory,60,"CO, O3, PM10",2022,2022-07-18,Monsoon,31.0,80.4,24.1
195371,Delhi,35,Satisfactory,92,"PM10, PM2.5",2022,2022-07-18,Monsoon,33.2,68.8,13.0
195464,Lucknow,5,Satisfactory,86,"O3, PM10",2022,2022-07-18,Monsoon,33.5,66.5,18.4
195473,Mumbai,12,Satisfactory,85,"PM10, SO2",2022,2022-07-18,Monsoon,27.7,89.4,22.3
195493,Lucknow,5,Satisfactory,71,"CO, PM10",2022,2022-07-19,Monsoon,33.4,73.0,14.9
195522,Jaipur,3,Satisfactory,78,PM10,2022,2022-07-19,Monsoon,32.6,75.3,22.3
195555,Delhi,25,Moderate,105,"PM10, PM2.5",2022,2022-07-19,Monsoon,32.4,73.5,17.1
195589,Mumbai,13,Satisfactory,83,"PM10, SO2",2022,2022-07-19,Monsoon,28.0,87.7,22.3
195635,Mumbai,12,Satisfactory,58,"PM10, SO2",2022,2022-07-20,Monsoon,27.5,90.7,23.6
195646,Lucknow,6,Satisfactory,69,PM10,2022,2022-07-20,Monsoon,28.8,84.4,19.2
195761,Jaipur,3,Satisfactory,65,PM10,2022,2022-07-20,Monsoon,29.5,84.5,22.3
195763,Delhi,35,Satisfactory,98,"PM10, PM2.5",2022,2022-07-20,Monsoon,29.3,87.1,22.3
195797,Delhi,32,Satisfactory,70,"CO, O3, PM10",2022,2022-07-21,Monsoon,29.0,84.0,11.2
195803,Jaipur,2,Satisfactory,52,"CO, O3",2022,2022-07-21,Monsoon,28.6,83.5,16.6
195889,Lucknow,6,Good,50,"CO, PM10, PM2.5",2022,2022-07-21,Monsoon,27.1,86.7,16.6
195914,Mumbai,13,Satisfactory,63,"CO, PM10, SO2",2022,2022-07-21,Monsoon,27.5,89.1,29.0
195926,Mumbai,11,Satisfactory,63,"CO, PM10, SO2",2022,2022-07-22,Monsoon,28.2,85.4,20.5
195951,Lucknow,5,Satisfactory,57,"CO, NO2, PM2.5",2022,2022-07-22,Monsoon,28.1,89.0,14.4
196040,Jaipur,2,Good,48,"CO, PM10",2022,2022-07-22,Monsoon,28.3,87.5,11.2
196052,Delhi,34,Moderate,140,PM2.5,2022,2022-07-22,Monsoon,29.4,86.7,15.4
196083,Delhi,35,Satisfactory,72,"CO, O3, PM10",2022,2022-07-23,Monsoon,29.7,85.6,18.4
196094,Jaipur,3,Good,48,"CO, O3",2022,2022-07-23,Monsoon,26.4,94.0,13.0
196185,Lucknow,5,Good,48,"CO, NO2, PM2.5",2022,2022-07-23,Monsoon,29.8,87.6,20.5
196213,Mumbai,13,Satisfactory,60,"CO, PM10, SO2",2022,2022-07-23,Monsoon,27.9,86.7,22.3
196250,Delhi,31,Satisfactory,72,"CO, O3, PM10",2022,2022-07-24,Monsoon,30.0,82.5,22.5
196309,Mumbai,13,Good,48,"CO, PM10, SO2",2022,2022-07-24,Monsoon,27.8,87.8,24.1
196341,Jaipur,3,Good,46,"CO, O3",2022,2022-07-24,Monsoon,27.6,91.2,18.4
196355,Lucknow,5,Good,46,"CO, NO2, PM2.5",2022,2022-07-24,Monsoon,30.4,82.5,22.3
196372,Delhi,33,Satisfactory,67,"CO, O3",2022,2022-07-25,Monsoon,30.0,80.3,21.5
196387,Jaipur,3,Good,48,"CO, O3",2022,2022-07-25,Monsoon,27.5,89.4,20.5
196497,Lucknow,5,Good,49,"CO, NO2, PM2.5",2022,2022-07-25,Monsoon,27.2,91.8,20.5
196505,Mumbai,12,Good,49,"CO, PM10, SO2",2022,2022-07-25,Monsoon,28.2,86.3,22.4
196553,Jaipur,3,Good,41,"CO, O3",2022,2022-07-26,Monsoon,27.2,90.1,14.8
196559,Delhi,33,Satisfactory,69,"CO, O3, PM10",2022,2022-07-26,Monsoon,29.4,81.0,20.5
196656,Mumbai,13,Good,50,"CO, PM10, SO2",2022,2022-07-26,Monsoon,28.0,85.5,20.5
196657,Lucknow,6,Satisfactory,52,"CO, NO2, PM2.5",2022,2022-07-26,Monsoon,28.4,90.7,14.8
196727,Jaipur,2,Good,36,"CO, O3",2022,2022-07-27,Monsoon,27.3,91.2,24.1
196755,Delhi,31,Satisfactory,74,"CO, O3, PM10",2022,2022-07-27,Monsoon,30.0,80.0,16.6
196806,Lucknow,6,Satisfactory,65,"CO, NO2, PM2.5",2022,2022-07-27,Monsoon,28.6,89.3,11.2
196826,Mumbai,14,Satisfactory,67,"CO, PM10, SO2",2022,2022-07-27,Monsoon,26.8,91.1,11.3
196879,Mumbai,14,Satisfactory,73,"CO, PM2.5, SO2",2022,2022-07-28,Monsoon,28.2,86.3,21.2
196892,Jaipur,3,Good,47,"NO2, PM10",2022,2022-07-28,Monsoon,27.4,90.1,22.3
196914,Lucknow,6,Satisfactory,58,"CO, NO2, PM10",2022,2022-07-28,Monsoon,27.8,90.9,11.2
196955,Delhi,34,Satisfactory,68,"CO, PM10",2022,2022-07-28,Monsoon,28.6,86.3,11.2
197040,Delhi,35,Satisfactory,71,"CO, PM10",2022,2022-07-29,Monsoon,28.0,89.2,11.2
197093,Jaipur,3,Satisfactory,60,"NO2, PM10",2022,2022-07-29,Monsoon,28.5,84.3,22.3
197112,Lucknow,6,Satisfactory,52,"CO, NO2, PM10",2022,2022-07-29,Monsoon,28.6,90.8,9.4
197129,Mumbai,17,Satisfactory,81,"PM10, PM2.5, SO2",2022,2022-07-29,Monsoon,29.0,83.0,19.4
197136,Jaipur,3,Satisfactory,76,PM10,2022,2022-07-30,Monsoon,29.1,78.8,20.5
197142,Delhi,35,Satisfactory,58,"CO, PM10",2022,2022-07-30,Monsoon,28.4,86.9,16.6
197260,Lucknow,6,Satisfactory,57,"CO, NO2, O3",2022,2022-07-30,Monsoon,27.7,94.7,16.6
